 frequency  @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vth] frequency 
 1.000e+00  4.365e-14 -1.082e-14 -4.832e-14  1.602e-15  1.257e-13 -6.651e-14  1.602e-15  6.145e-14  2.297e-08  2.687e-07  8.378e-08  1.374e-08  1.000e-05  1.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  3.161e-14 -1.321e-14 -3.554e-14  1.602e-15  1.123e-13 -6.356e-14  1.602e-15  5.618e-14  2.076e-09  2.692e-08  7.539e-09  1.372e-09  1.000e-05  1.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  4.763e-14 -1.344e-14 -4.685e-14  1.601e-15  1.319e-13 -7.159e-14  1.602e-15  7.341e-14  1.289e-06  8.410e-06  3.581e-06  1.069e-06  1.000e-05  2.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  3.579e-14 -1.261e-14 -3.689e-14  1.601e-15  1.250e-13 -7.547e-14  1.602e-15  6.964e-14  6.407e-08  2.847e-06  1.011e-06  1.760e-07  1.000e-05  2.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  2.087e-14 -1.434e-14 -2.195e-14  1.601e-15  1.128e-13 -7.649e-14  1.602e-15  6.599e-14  3.213e-09  2.886e-07  8.992e-08  1.466e-08  1.000e-05  2.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  7.729e-15 -1.700e-14 -8.198e-15  1.601e-15  9.692e-14 -7.173e-14  1.602e-15  5.953e-14  3.017e-10  2.858e-08  8.000e-09  1.455e-09  1.000e-05  2.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  3.072e-14 -1.602e-14 -2.917e-14  1.601e-15  1.239e-13 -7.870e-14  1.602e-15  7.674e-14  2.852e-07  9.457e-06  4.009e-06  1.135e-06  1.000e-05  3.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.569e-14 -1.584e-14 -1.552e-14  1.601e-15  1.131e-13 -8.174e-14  1.602e-15  7.228e-14  1.702e-08  2.923e-06  1.037e-06  1.794e-07  1.000e-05  3.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  5.452e-15 -1.719e-14 -5.515e-15  1.601e-15  1.021e-13 -7.936e-14  1.602e-15  6.709e-14  1.055e-09  2.924e-07  9.111e-08  1.484e-08  1.000e-05  3.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  1.645e-15 -1.826e-14 -1.696e-15  1.601e-15  9.209e-14 -7.213e-14  1.602e-15  5.968e-14  1.038e-10  2.893e-08  8.097e-09  1.473e-09  1.000e-05  3.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  1.326e-14 -1.867e-14 -1.218e-14  1.601e-15  1.143e-13 -8.342e-14  1.602e-15  7.863e-14  9.072e-08  9.712e-06  4.113e-06  1.151e-06  1.000e-05  4.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  4.654e-15 -1.826e-14 -4.476e-15  1.601e-15  1.057e-13 -8.293e-14  1.602e-15  7.272e-14  7.242e-09  2.945e-06  1.045e-06  1.805e-07  1.000e-05  4.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  1.499e-15 -1.810e-14 -1.488e-15  1.601e-15  9.890e-14 -7.932e-14  1.602e-15  6.708e-14  5.380e-10  2.939e-07  9.158e-08  1.491e-08  1.000e-05  4.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  5.195e-16 -1.854e-14 -5.293e-16  1.601e-15  9.104e-14 -7.197e-14  1.602e-15  5.964e-14  5.543e-11  2.908e-08  8.138e-09  1.481e-09  1.000e-05  4.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  4.402e-15 -2.066e-14 -3.955e-15  1.600e-15  1.089e-13 -8.427e-14  1.602e-15  7.892e-14  4.023e-08  9.795e-06  4.147e-06  1.157e-06  1.000e-05  5.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.506e-15 -1.903e-14 -1.427e-15  1.600e-15  1.033e-13 -8.287e-14  1.602e-15  7.269e-14  4.086e-09  2.955e-06  1.049e-06  1.811e-07  1.000e-05  5.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  5.521e-16 -1.835e-14 -5.429e-16  1.600e-15  9.805e-14 -7.916e-14  1.602e-15  6.704e-14  3.535e-10  2.948e-07  9.183e-08  1.496e-08  1.000e-05  5.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  2.191e-16 -1.863e-14 -2.219e-16  1.600e-15  9.072e-14 -7.187e-14  1.602e-15  5.961e-14  3.790e-11  2.917e-08  8.163e-09  1.485e-09  1.000e-05  5.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  1.594e-15 -2.135e-14 -1.415e-15  1.600e-15  1.070e-13 -8.428e-14  1.602e-15  7.891e-14  2.237e-08  9.832e-06  4.162e-06  1.160e-06  1.000e-05  6.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  6.117e-16 -1.927e-14 -5.752e-16  1.600e-15  1.026e-13 -8.275e-14  1.602e-15  7.266e-14  2.757e-09  2.961e-06  1.051e-06  1.814e-07  1.000e-05  6.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  2.538e-16 -1.843e-14 -2.482e-16  1.600e-15  9.776e-14 -7.907e-14  1.602e-15  6.701e-14  2.700e-10  2.953e-07  9.201e-08  1.499e-08  1.000e-05  6.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  1.110e-16 -1.866e-14 -1.120e-16  1.600e-15  9.059e-14 -7.181e-14  1.602e-15  5.959e-14  2.989e-11  2.923e-08  8.180e-09  1.489e-09  1.000e-05  6.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  6.939e-16 -2.159e-14 -6.118e-16  1.598e-15  1.064e-13 -8.420e-14  1.602e-15  7.888e-14  1.450e-08  9.852e-06  4.170e-06  1.162e-06  1.000e-05  7.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  2.977e-16 -1.936e-14 -2.787e-16  1.598e-15  1.023e-13 -8.268e-14  1.602e-15  7.263e-14  2.092e-09  2.964e-06  1.052e-06  1.816e-07  1.000e-05  7.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  1.355e-16 -1.847e-14 -1.321e-16  1.598e-15  9.763e-14 -7.902e-14  1.602e-15  6.700e-14  2.260e-10  2.958e-07  9.215e-08  1.501e-08  1.000e-05  7.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  6.352e-17 -1.868e-14 -6.389e-17  1.598e-15  9.052e-14 -7.178e-14  1.602e-15  5.959e-14  2.563e-11  2.928e-08  8.195e-09  1.491e-09  1.000e-05  7.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  3.522e-16 -2.169e-14 -3.092e-16  1.594e-15  1.061e-13 -8.415e-14  1.602e-15  7.886e-14  1.047e-08  9.864e-06  4.176e-06  1.163e-06  1.000e-05  8.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.648e-16 -1.940e-14 -1.538e-16  1.594e-15  1.022e-13 -8.263e-14  1.602e-15  7.262e-14  1.717e-09  2.967e-06  1.053e-06  1.818e-07  1.000e-05  8.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  8.027e-17 -1.849e-14 -7.807e-17  1.594e-15  9.756e-14 -7.899e-14  1.602e-15  6.699e-14  2.000e-10  2.962e-07  9.227e-08  1.503e-08  1.000e-05  8.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  3.960e-17 -1.869e-14 -3.975e-17  1.594e-15  9.049e-14 -7.176e-14  1.602e-15  5.958e-14  2.310e-11  2.933e-08  8.208e-09  1.494e-09  1.000e-05  8.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  2.003e-16 -2.174e-14 -1.753e-16  1.587e-15  1.060e-13 -8.411e-14  1.602e-15  7.885e-14  8.158e-09  9.873e-06  4.179e-06  1.164e-06  1.000e-05  9.000e-01  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.000e-16 -1.942e-14 -9.314e-17  1.587e-15  1.021e-13 -8.260e-14  1.602e-15  7.261e-14  1.485e-09  2.969e-06  1.054e-06  1.820e-07  1.000e-05  9.000e-01  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  5.129e-17 -1.850e-14 -4.980e-17  1.587e-15  9.752e-14 -7.897e-14  1.602e-15  6.698e-14  1.834e-10  2.965e-07  9.237e-08  1.505e-08  1.000e-05  9.000e-01  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  2.630e-17 -1.869e-14 -2.636e-17  1.587e-15  9.047e-14 -7.175e-14  1.602e-15  5.958e-14  2.147e-11  2.937e-08  8.220e-09  1.496e-09  1.000e-05  9.000e-01  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  1.238e-16 -2.176e-14 -1.082e-16  1.574e-15  1.060e-13 -8.409e-14  1.602e-15  7.884e-14  6.717e-09  9.880e-06  4.182e-06  1.165e-06  1.000e-05  1.000e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  6.503e-17 -1.944e-14 -6.046e-17  1.574e-15  1.021e-13 -8.258e-14  1.602e-15  7.261e-14  1.331e-09  2.971e-06  1.054e-06  1.821e-07  1.000e-05  1.000e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  3.469e-17 -1.851e-14 -3.364e-17  1.574e-15  9.750e-14 -7.896e-14  1.602e-15  6.698e-14  1.721e-10  2.968e-07  9.247e-08  1.507e-08  1.000e-05  1.000e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  1.833e-17 -1.870e-14 -1.836e-17  1.574e-15  9.045e-14 -7.174e-14  1.602e-15  5.957e-14  2.035e-11  2.942e-08  8.231e-09  1.498e-09  1.000e-05  1.000e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  8.159e-17 -2.178e-14 -7.119e-17  1.554e-15  1.059e-13 -8.407e-14  1.602e-15  7.884e-14  5.760e-09  9.885e-06  4.184e-06  1.166e-06  1.000e-05  1.100e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  4.456e-17 -1.945e-14 -4.138e-17  1.554e-15  1.021e-13 -8.257e-14  1.602e-15  7.260e-14  1.224e-09  2.973e-06  1.055e-06  1.822e-07  1.000e-05  1.100e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  2.453e-17 -1.852e-14 -2.376e-17  1.554e-15  9.749e-14 -7.895e-14  1.602e-15  6.698e-14  1.640e-10  2.971e-07  9.256e-08  1.509e-08  1.000e-05  1.100e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  1.328e-17 -1.870e-14 -1.329e-17  1.554e-15  9.044e-14 -7.173e-14  1.602e-15  5.957e-14  1.955e-11  2.945e-08  8.241e-09  1.500e-09  1.000e-05  1.100e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  5.646e-17 -2.179e-14 -4.921e-17  1.534e-15  1.059e-13 -8.406e-14  1.602e-15  7.883e-14  5.090e-09  9.889e-06  4.186e-06  1.166e-06  1.000e-05  1.200e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  3.182e-17 -1.945e-14 -2.952e-17  1.534e-15  1.020e-13 -8.256e-14  1.602e-15  7.260e-14  1.146e-09  2.975e-06  1.055e-06  1.824e-07  1.000e-05  1.200e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  1.797e-17 -1.852e-14 -1.739e-17  1.534e-15  9.748e-14 -7.894e-14  1.602e-15  6.697e-14  1.580e-10  2.974e-07  9.264e-08  1.510e-08  1.000e-05  1.200e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  9.924e-18 -1.870e-14 -9.923e-18  1.534e-15  9.044e-14 -7.172e-14  1.602e-15  5.957e-14  1.895e-11  2.949e-08  8.251e-09  1.502e-09  1.000e-05  1.200e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  4.064e-17 -2.180e-14 -3.539e-17  1.517e-15  1.059e-13 -8.405e-14  1.602e-15  7.883e-14  4.602e-09  9.893e-06  4.187e-06  1.167e-06  1.000e-05  1.300e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  2.350e-17 -1.946e-14 -2.178e-17  1.517e-15  1.020e-13 -8.256e-14  1.602e-15  7.260e-14  1.087e-09  2.976e-06  1.056e-06  1.825e-07  1.000e-05  1.300e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  1.355e-17 -1.852e-14 -1.310e-17  1.517e-15  9.747e-14 -7.893e-14  1.602e-15  6.697e-14  1.534e-10  2.977e-07  9.272e-08  1.512e-08  1.000e-05  1.300e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  7.608e-18 -1.870e-14 -7.603e-18  1.517e-15  9.043e-14 -7.172e-14  1.602e-15  5.957e-14  1.849e-11  2.953e-08  8.261e-09  1.504e-09  1.000e-05  1.300e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  3.019e-17 -2.180e-14 -2.627e-17  1.503e-15  1.059e-13 -8.404e-14  1.602e-15  7.883e-14  4.234e-09  9.896e-06  4.189e-06  1.167e-06  1.000e-05  1.400e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.783e-17 -1.946e-14 -1.652e-17  1.503e-15  1.020e-13 -8.255e-14  1.602e-15  7.260e-14  1.041e-09  2.977e-06  1.056e-06  1.826e-07  1.000e-05  1.400e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  1.046e-17 -1.852e-14 -1.012e-17  1.503e-15  9.746e-14 -7.893e-14  1.602e-15  6.697e-14  1.497e-10  2.979e-07  9.280e-08  1.513e-08  1.000e-05  1.400e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  5.959e-18 -1.871e-14 -5.952e-18  1.503e-15  9.043e-14 -7.172e-14  1.602e-15  5.957e-14  1.812e-11  2.956e-08  8.271e-09  1.506e-09  1.000e-05  1.400e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  2.303e-17 -2.180e-14 -2.003e-17  1.492e-15  1.059e-13 -8.404e-14  1.602e-15  7.882e-14  3.948e-09  9.899e-06  4.190e-06  1.167e-06  1.000e-05  1.500e+00  1.882e-01  1.000e+00  7.981e-01  1.000e+00 
 1.000e+00  1.385e-17 -1.946e-14 -1.282e-17  1.492e-15  1.020e-13 -8.255e-14  1.602e-15  7.259e-14  1.004e-09  2.979e-06  1.057e-06  1.827e-07  1.000e-05  1.500e+00  9.173e-02  1.000e+00  9.555e-01  1.000e+00 
 1.000e+00  8.248e-18 -1.852e-14 -7.970e-18  1.492e-15  9.746e-14 -7.893e-14  1.602e-15  6.697e-14  1.468e-10  2.982e-07  9.288e-08  1.515e-08  1.000e-05  1.500e+00  5.031e-02  1.000e+00  1.086e+00  1.000e+00 
 1.000e+00  4.754e-18 -1.871e-14 -4.747e-18  1.492e-15  9.042e-14 -7.171e-14  1.602e-15  5.957e-14  1.783e-11  2.960e-08  8.280e-09  1.507e-09  1.000e-05  1.500e+00  4.459e-02  1.000e+00  1.199e+00  1.000e+00 
 1.000e+00  6.639e-14 -1.129e-14 -6.883e-14  1.602e-15  1.382e-13 -5.808e-14  1.602e-15  6.608e-14  1.655e-05  0.000e+00  0.000e+00  0.000e+00  1.000e-05  0.000e+00  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  6.175e-14 -9.040e-15 -6.820e-14  1.602e-15  1.366e-13 -5.939e-14  1.602e-15  6.133e-14  7.677e-06  0.000e+00  0.000e+00  0.000e+00  1.000e-05  0.000e+00  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  5.838e-14 -8.421e-15 -6.731e-14  1.602e-15  1.342e-13 -5.846e-14  1.602e-15  5.766e-14  2.030e-06  0.000e+00  0.000e+00  0.000e+00  1.000e-05  0.000e+00  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  5.538e-14 -8.744e-15 -6.599e-14  1.602e-15  1.298e-13 -5.505e-14  1.602e-15  5.345e-14  2.867e-07  0.000e+00  0.000e+00  0.000e+00  1.000e-05  0.000e+00  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  6.072e-14 -1.160e-14 -6.174e-14  1.602e-15  1.372e-13 -6.385e-14  1.602e-15  6.932e-14  9.936e-06  5.546e-06  2.401e-06  1.321e-06  1.000e-05  1.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  5.481e-14 -9.505e-15 -5.909e-14  1.602e-15  1.350e-13 -6.641e-14  1.602e-15  6.532e-14  2.857e-06  4.565e-06  1.602e-06  5.146e-07  1.000e-05  1.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  4.913e-14 -9.143e-15 -5.494e-14  1.602e-15  1.315e-13 -6.738e-14  1.602e-15  6.259e-14  2.457e-07  1.641e-06  4.999e-07  9.303e-08  1.000e-05  1.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  4.200e-14 -9.942e-15 -4.804e-14  1.602e-15  1.249e-13 -6.689e-14  1.602e-15  5.970e-14  1.633e-08  1.972e-07  5.405e-08  9.863e-09  1.000e-05  1.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  5.213e-14 -1.244e-14 -5.172e-14  1.602e-15  1.344e-13 -7.026e-14  1.602e-15  7.271e-14  4.299e-06  1.028e-05  4.341e-06  2.018e-06  1.000e-05  2.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  4.350e-14 -1.085e-14 -4.547e-14  1.602e-15  1.303e-13 -7.401e-14  1.602e-15  6.923e-14  5.582e-07  6.849e-06  2.383e-06  6.601e-07  1.000e-05  2.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  3.309e-14 -1.131e-14 -3.554e-14  1.602e-15  1.233e-13 -7.643e-14  1.602e-15  6.696e-14  3.169e-08  1.883e-06  5.728e-07  1.028e-07  1.000e-05  2.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  1.976e-14 -1.323e-14 -2.147e-14  1.602e-15  1.114e-13 -7.673e-14  1.602e-15  6.405e-14  2.301e-09  2.113e-07  5.789e-08  1.051e-08  1.000e-05  2.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  3.922e-14 -1.414e-14 -3.777e-14  1.601e-15  1.288e-13 -7.687e-14  1.602e-15  7.591e-14  1.236e-06  1.304e-05  5.432e-06  2.269e-06  1.000e-05  3.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  2.671e-14 -1.347e-14 -2.692e-14  1.601e-15  1.212e-13 -8.078e-14  1.602e-15  7.229e-14  1.233e-07  7.383e-06  2.564e-06  6.879e-07  1.000e-05  3.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  1.375e-14 -1.442e-14 -1.416e-14  1.601e-15  1.107e-13 -8.215e-14  1.602e-15  6.929e-14  8.960e-09  1.923e-06  5.848e-07  1.045e-07  1.000e-05  3.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  5.101e-15 -1.582e-14 -5.330e-15  1.601e-15  1.005e-13 -7.937e-14  1.602e-15  6.504e-14  7.656e-10  2.141e-07  5.865e-08  1.065e-08  1.000e-05  3.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  2.256e-14 -1.675e-14 -2.104e-14  1.601e-15  1.201e-13 -8.235e-14  1.602e-15  7.826e-14  3.546e-07  1.395e-05  5.791e-06  2.339e-06  1.000e-05  4.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  1.072e-14 -1.613e-14 -1.045e-14  1.601e-15  1.111e-13 -8.447e-14  1.602e-15  7.371e-14  4.275e-08  7.513e-06  2.608e-06  6.952e-07  1.000e-05  4.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  3.977e-15 -1.646e-14 -3.987e-15  1.601e-15  1.035e-13 -8.306e-14  1.602e-15  6.962e-14  4.034e-09  1.936e-06  5.887e-07  1.051e-07  1.000e-05  4.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  1.406e-15 -1.663e-14 -1.442e-15  1.601e-15  9.737e-14 -7.930e-14  1.602e-15  6.502e-14  3.971e-10  2.152e-07  5.895e-08  1.070e-08  1.000e-05  4.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  9.111e-15 -1.875e-14 -8.273e-15  1.601e-15  1.124e-13 -8.537e-14  1.602e-15  7.937e-14  1.346e-07  1.422e-05  5.898e-06  2.361e-06  1.000e-05  5.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  3.476e-15 -1.772e-14 -3.320e-15  1.601e-15  1.060e-13 -8.498e-14  1.602e-15  7.388e-14  2.049e-08  7.559e-06  2.624e-06  6.982e-07  1.000e-05  5.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  1.300e-15 -1.708e-14 -1.285e-15  1.601e-15  1.013e-13 -8.295e-14  1.602e-15  6.958e-14  2.392e-09  1.942e-06  5.905e-07  1.054e-07  1.000e-05  5.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  5.200e-16 -1.685e-14 -5.283e-16  1.601e-15  9.652e-14 -7.914e-14  1.602e-15  6.498e-14  2.653e-10  2.159e-07  5.912e-08  1.073e-08  1.000e-05  5.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  3.250e-15 -2.004e-14 -2.903e-15  1.600e-15  1.088e-13 -8.581e-14  1.602e-15  7.951e-14  6.584e-08  1.433e-05  5.939e-06  2.370e-06  1.000e-05  6.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  1.278e-15 -1.824e-14 -1.207e-15  1.600e-15  1.044e-13 -8.490e-14  1.602e-15  7.385e-14  1.214e-08  7.581e-06  2.631e-06  6.998e-07  1.000e-05  6.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  5.351e-16 -1.727e-14 -5.251e-16  1.600e-15  1.006e-13 -8.282e-14  1.602e-15  6.955e-14  1.686e-09  1.945e-06  5.916e-07  1.056e-07  1.000e-05  6.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  2.398e-16 -1.693e-14 -2.424e-16  1.600e-15  9.622e-14 -7.905e-14  1.602e-15  6.495e-14  2.056e-10  2.163e-07  5.924e-08  1.076e-08  1.000e-05  6.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  1.304e-15 -2.050e-14 -1.154e-15  1.600e-15  1.075e-13 -8.580e-14  1.602e-15  7.950e-14  3.862e-08  1.438e-05  5.958e-06  2.375e-06  1.000e-05  7.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  5.675e-16 -1.843e-14 -5.326e-16  1.600e-15  1.038e-13 -8.482e-14  1.602e-15  7.382e-14  8.303e-09  7.594e-06  2.636e-06  7.008e-07  1.000e-05  7.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  2.633e-16 -1.735e-14 -2.572e-16  1.600e-15  1.004e-13 -8.275e-14  1.602e-15  6.952e-14  1.326e-09  1.948e-06  5.923e-07  1.057e-07  1.000e-05  7.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  1.283e-16 -1.696e-14 -1.293e-16  1.600e-15  9.609e-14 -7.900e-14  1.602e-15  6.494e-14  1.741e-10  2.167e-07  5.934e-08  1.078e-08  1.000e-05  7.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  6.134e-16 -2.068e-14 -5.399e-16  1.598e-15  1.070e-13 -8.575e-14  1.602e-15  7.948e-14  2.576e-08  1.440e-05  5.969e-06  2.378e-06  1.000e-05  8.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  2.927e-16 -1.851e-14 -2.737e-16  1.598e-15  1.035e-13 -8.476e-14  1.602e-15  7.380e-14  6.269e-09  7.602e-06  2.638e-06  7.015e-07  1.000e-05  8.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  1.469e-16 -1.739e-14 -1.431e-16  1.598e-15  1.002e-13 -8.271e-14  1.602e-15  6.951e-14  1.120e-09  1.950e-06  5.929e-07  1.059e-07  1.000e-05  8.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
 1.000e+00  7.615e-17 -1.698e-14 -7.654e-17  1.598e-15  9.602e-14 -7.896e-14  1.602e-15  6.493e-14  1.555e-10  2.170e-07  5.942e-08  1.079e-08  1.000e-05  8.000e-01  4.974e-02  1.100e+00  1.199e+00  1.000e+00 
 1.000e+00  3.285e-16 -2.076e-14 -2.881e-16  1.594e-15  1.068e-13 -8.571e-14  1.602e-15  7.946e-14  1.884e-08  1.442e-05  5.976e-06  2.381e-06  1.000e-05  9.000e-01  2.609e-01  1.100e+00  7.981e-01  1.000e+00 
 1.000e+00  1.685e-16 -1.854e-14 -1.571e-16  1.594e-15  1.034e-13 -8.472e-14  1.602e-15  7.379e-14  5.072e-09  7.608e-06  2.640e-06  7.020e-07  1.000e-05  9.000e-01  1.568e-01  1.100e+00  9.555e-01  1.000e+00 
 1.000e+00  8.971e-17 -1.740e-14 -8.720e-17  1.594e-15  1.002e-13 -8.268e-14  1.602e-15  6.950e-14  9.919e-10  1.951e-06  5.934e-07  1.060e-07  1.000e-05  9.000e-01  7.873e-02  1.100e+00  1.086e+00  1.000e+00 
