 frequency  @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vth] frequency  vsb       
 1.000e+00  2.698e-20 -9.897e-16 -2.307e-20  1.077e-15  9.906e-16 -9.550e-19  1.078e-15  5.600e-19  2.042e-20  3.326e-19  6.685e-20  1.136e-20  5.000e-07  1.000e-01  5.283e-02  2.000e-01  1.364e+00  1.000e+00  2.000e+00 
 1.000e+00  6.335e-21 -8.434e-16 -5.774e-21  1.077e-15  8.437e-16 -2.800e-19  1.078e-15  1.352e-19  9.560e-23  1.512e-21  2.507e-22  4.987e-23  5.000e-07  1.000e-01  5.699e-02  2.000e-01  1.509e+00  1.000e+00  3.000e+00 
 1.000e+00  5.602e-19 -1.995e-15 -3.738e-19  1.075e-15  2.029e-15 -3.410e-17  1.078e-15  3.052e-17  4.879e-14  1.056e-12  4.547e-13  4.350e-14  5.000e-07  1.500e-01  4.250e-02  2.000e-01  9.520e-01  1.000e+00  0.000e+00 
 1.000e+00  1.938e-19 -1.571e-15 -1.259e-19  1.075e-15  1.585e-15 -1.438e-17  1.078e-15  1.082e-17  1.103e-15  2.507e-14  8.432e-15  9.636e-16  5.000e-07  1.500e-01  4.512e-02  2.000e-01  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  7.887e-20 -1.337e-15 -4.989e-20  1.075e-15  1.344e-15 -6.688e-18  1.078e-15  4.593e-18  4.259e-17  9.932e-16  2.806e-16  3.653e-17  5.000e-07  1.500e-01  4.730e-02  2.000e-01  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  3.542e-20 -1.184e-15 -2.194e-20  1.075e-15  1.187e-15 -3.317e-18  1.078e-15  2.147e-18  2.355e-18  5.565e-17  1.373e-17  1.984e-18  5.000e-07  1.500e-01  4.925e-02  2.000e-01  1.227e+00  1.000e+00  1.200e+00 
 1.000e+00  8.735e-21 -9.897e-16 -5.271e-21  1.075e-15  9.906e-16 -9.672e-19  1.078e-15  5.650e-19  1.503e-20  3.574e-19  7.178e-20  1.220e-20  5.000e-07  1.500e-01  5.283e-02  2.000e-01  1.364e+00  1.000e+00  2.000e+00 
 1.000e+00  1.966e-21 -8.434e-16 -1.170e-21  1.075e-15  8.437e-16 -2.833e-19  1.078e-15  1.365e-19  6.931e-23  1.631e-21  2.702e-22  5.379e-23  5.000e-07  1.500e-01  5.699e-02  2.000e-01  1.508e+00  1.000e+00  3.000e+00 
 1.000e+00  2.325e-19 -1.995e-15 -1.210e-19  1.074e-15  2.029e-15 -3.425e-17  1.078e-15  3.061e-17  4.462e-14  1.112e-12  4.788e-13  4.582e-14  5.000e-07  2.000e-01  4.249e-02  2.000e-01  9.517e-01  1.000e+00  0.000e+00 
 1.000e+00  7.761e-20 -1.571e-15 -3.065e-20  1.074e-15  1.585e-15 -1.444e-17  1.078e-15  1.086e-17  1.011e-15  2.643e-14  8.889e-15  1.016e-15  5.000e-07  2.000e-01  4.512e-02  2.000e-01  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  3.035e-20 -1.337e-15 -8.169e-21  1.074e-15  1.344e-15 -6.717e-18  1.078e-15  4.609e-18  3.917e-17  1.048e-15  2.961e-16  3.856e-17  5.000e-07  2.000e-01  4.730e-02  2.000e-01  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  1.306e-20 -1.184e-15 -1.902e-21  1.074e-15  1.187e-15 -3.332e-18  1.078e-15  2.154e-18  2.171e-18  5.880e-17  1.451e-17  2.096e-18  5.000e-07  2.000e-01  4.925e-02  2.000e-01  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00  2.938e-21 -9.897e-16  3.074e-22  1.074e-15  9.906e-16 -9.718e-19  1.078e-15  5.674e-19  1.391e-20  3.784e-19  7.597e-20  1.292e-20  5.000e-07  2.000e-01  5.283e-02  2.000e-01  1.363e+00  1.000e+00  2.000e+00 
 1.000e+00  5.764e-22 -8.434e-16  2.743e-22  1.074e-15  8.437e-16 -2.845e-19  1.078e-15  1.371e-19  6.444e-23  1.731e-21  2.867e-22  5.711e-23  5.000e-07  2.000e-01  5.699e-02  2.000e-01  1.508e+00  1.000e+00  3.000e+00 
 1.000e+00  9.739e-20 -1.995e-15 -1.771e-20  1.072e-15  2.029e-15 -3.432e-17  1.078e-15  3.066e-17  4.267e-14  1.165e-12  5.014e-13  4.800e-14  5.000e-07  2.500e-01  4.249e-02  2.000e-01  9.515e-01  1.000e+00  0.000e+00 
 1.000e+00  2.964e-20 -1.571e-15  8.351e-21  1.072e-15  1.585e-15 -1.448e-17  1.078e-15  1.088e-17  9.709e-16  2.772e-14  9.319e-15  1.066e-15  5.000e-07  2.500e-01  4.512e-02  2.000e-01  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00  1.030e-20 -1.337e-15  8.939e-21  1.072e-15  1.344e-15 -6.734e-18  1.078e-15  4.620e-18  3.774e-17  1.101e-15  3.107e-16  4.048e-17  5.000e-07  2.500e-01  4.730e-02  2.000e-01  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  3.816e-21 -1.184e-15  6.321e-21  1.072e-15  1.187e-15 -3.341e-18  1.078e-15  2.160e-18  2.099e-18  6.179e-17  1.524e-17  2.203e-18  5.000e-07  2.500e-01  4.925e-02  2.000e-01  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00  5.383e-22 -9.897e-16  2.601e-21  1.072e-15  9.906e-16 -9.748e-19  1.078e-15  5.691e-19  1.353e-20  3.985e-19  7.996e-20  1.361e-20  5.000e-07  2.500e-01  5.283e-02  2.000e-01  1.363e+00  1.000e+00  2.000e+00 
 1.000e+00  6.668e-25 -8.434e-16  8.692e-22  1.072e-15  8.437e-16 -2.854e-19  1.078e-15  1.377e-19  6.307e-23  1.828e-21  3.025e-22  6.029e-23  5.000e-07  2.500e-01  5.699e-02  2.000e-01  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00  3.175e-20 -1.995e-15  3.222e-20  1.070e-15  2.029e-15 -3.437e-17  1.078e-15  3.071e-17  4.152e-14  1.216e-12  5.233e-13  5.010e-14  5.000e-07  3.000e-01  4.249e-02  2.000e-01  9.512e-01  1.000e+00  0.000e+00 
 1.000e+00  6.297e-21 -1.571e-15  2.724e-20  1.070e-15  1.585e-15 -1.450e-17  1.078e-15  1.090e-17  9.484e-16  2.897e-14  9.735e-15  1.113e-15  5.000e-07  3.000e-01  4.512e-02  2.000e-01  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00  5.299e-22 -1.337e-15  1.724e-20  1.070e-15  1.344e-15 -6.747e-18  1.078e-15  4.629e-18  3.699e-17  1.151e-15  3.249e-16  4.235e-17  5.000e-07  3.000e-01  4.730e-02  2.000e-01  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -6.909e-22 -1.184e-15  1.032e-20  1.070e-15  1.187e-15 -3.348e-18  1.078e-15  2.165e-18  2.064e-18  6.471e-17  1.595e-17  2.307e-18  5.000e-07  3.000e-01  4.925e-02  2.000e-01  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00 -6.329e-22 -9.897e-16  3.718e-21  1.070e-15  9.906e-16 -9.772e-19  1.078e-15  5.708e-19  1.338e-20  4.182e-19  8.387e-20  1.428e-20  5.000e-07  3.000e-01  5.283e-02  2.000e-01  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -2.808e-22 -8.434e-16  1.160e-21  1.070e-15  8.437e-16 -2.861e-19  1.078e-15  1.382e-19  6.277e-23  1.923e-21  3.181e-22  6.343e-23  5.000e-07  3.000e-01  5.699e-02  2.000e-01  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00 -3.951e-21 -1.995e-15  5.930e-20  1.067e-15  2.029e-15 -3.441e-17  1.078e-15  3.075e-17  4.078e-14  1.266e-12  5.446e-13  5.216e-14  5.000e-07  3.500e-01  4.249e-02  2.000e-01  9.509e-01  1.000e+00  0.000e+00 
 1.000e+00 -6.417e-21 -1.571e-15  3.751e-20  1.067e-15  1.585e-15 -1.452e-17  1.078e-15  1.092e-17  9.348e-16  3.019e-14  1.014e-14  1.161e-15  5.000e-07  3.500e-01  4.512e-02  2.000e-01  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00 -4.795e-21 -1.337e-15  2.176e-20  1.067e-15  1.344e-15 -6.759e-18  1.078e-15  4.638e-18  3.658e-17  1.201e-15  3.389e-16  4.418e-17  5.000e-07  3.500e-01  4.730e-02  2.000e-01  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -3.150e-21 -1.184e-15  1.250e-20  1.067e-15  1.187e-15 -3.355e-18  1.078e-15  2.170e-18  2.047e-18  6.759e-17  1.665e-17  2.409e-18  5.000e-07  3.500e-01  4.925e-02  2.000e-01  1.225e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.273e-21 -9.897e-16  4.331e-21  1.067e-15  9.906e-16 -9.795e-19  1.078e-15  5.724e-19  1.334e-20  4.377e-19  8.775e-20  1.495e-20  5.000e-07  3.500e-01  5.283e-02  2.000e-01  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -4.352e-22 -8.434e-16  1.320e-21  1.067e-15  8.437e-16 -2.868e-19  1.078e-15  1.386e-19  6.296e-23  2.018e-21  3.337e-22  6.658e-23  5.000e-07  3.500e-01  5.699e-02  2.000e-01  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.504e-20 -1.995e-15  7.527e-20  1.065e-15  2.029e-15 -3.445e-17  1.078e-15  3.080e-17  4.029e-14  1.315e-12  5.655e-13  5.418e-14  5.000e-07  4.000e-01  4.249e-02  2.000e-01  9.507e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.394e-20 -1.571e-15  4.358e-20  1.065e-15  1.585e-15 -1.454e-17  1.078e-15  1.093e-17  9.268e-16  3.140e-14  1.055e-14  1.207e-15  5.000e-07  4.000e-01  4.512e-02  2.000e-01  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.950e-21 -1.337e-15  2.444e-20  1.065e-15  1.344e-15 -6.771e-18  1.078e-15  4.647e-18  3.637e-17  1.251e-15  3.528e-16  4.601e-17  5.000e-07  4.000e-01  4.730e-02  2.000e-01  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.609e-21 -1.184e-15  1.380e-20  1.065e-15  1.187e-15 -3.362e-18  1.078e-15  2.175e-18  2.041e-18  7.046e-17  1.735e-17  2.511e-18  5.000e-07  4.000e-01  4.925e-02  2.000e-01  1.225e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.654e-21 -9.897e-16  4.697e-21  1.065e-15  9.906e-16 -9.818e-19  1.078e-15  5.740e-19  1.336e-20  4.573e-19  9.163e-20  1.561e-20  5.000e-07  4.000e-01  5.283e-02  2.000e-01  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -5.273e-22 -8.434e-16  1.416e-21  1.065e-15  8.437e-16 -2.875e-19  1.078e-15  1.391e-19  6.343e-23  2.114e-21  3.494e-22  6.973e-23  5.000e-07  4.000e-01  5.699e-02  2.000e-01  1.506e+00  1.000e+00  3.000e+00 
 1.000e+00 -3.830e-20 -1.995e-15  8.532e-20  1.063e-15  2.029e-15 -3.449e-17  1.078e-15  3.084e-17  3.998e-14  1.364e-12  5.863e-13  5.619e-14  5.000e-07  4.500e-01  4.249e-02  2.000e-01  9.504e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.868e-20 -1.571e-15  4.742e-20  1.063e-15  1.585e-15 -1.456e-17  1.078e-15  1.095e-17  9.226e-16  3.260e-14  1.095e-14  1.253e-15  5.000e-07  4.500e-01  4.512e-02  2.000e-01  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -9.941e-21 -1.337e-15  2.615e-20  1.063e-15  1.344e-15 -6.782e-18  1.078e-15  4.656e-18  3.630e-17  1.300e-15  3.666e-16  4.782e-17  5.000e-07  4.500e-01  4.730e-02  2.000e-01  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -5.532e-21 -1.184e-15  1.462e-20  1.063e-15  1.187e-15 -3.369e-18  1.078e-15  2.180e-18  2.042e-18  7.332e-17  1.805e-17  2.613e-18  5.000e-07  4.500e-01  4.925e-02  2.000e-01  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.896e-21 -9.897e-16  4.933e-21  1.063e-15  9.906e-16 -9.841e-19  1.078e-15  5.756e-19  1.344e-20  4.769e-19  9.552e-20  1.628e-20  5.000e-07  4.500e-01  5.283e-02  2.000e-01  1.361e+00  1.000e+00  2.000e+00 
 1.000e+00 -5.862e-22 -8.434e-16  1.479e-21  1.063e-15  8.437e-16 -2.882e-19  1.078e-15  1.396e-19  6.411e-23  2.211e-21  3.651e-22  7.292e-23  5.000e-07  4.500e-01  5.699e-02  2.000e-01  1.506e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.708e-20 -1.995e-15  9.198e-20  1.061e-15  2.029e-15 -3.453e-17  1.078e-15  3.088e-17  3.981e-14  1.412e-12  6.069e-13  5.818e-14  5.000e-07  5.000e-01  4.249e-02  2.000e-01  9.502e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.182e-20 -1.571e-15  4.998e-20  1.061e-15  1.585e-15 -1.459e-17  1.078e-15  1.097e-17  9.212e-16  3.380e-14  1.134e-14  1.299e-15  5.000e-07  5.000e-01  4.512e-02  2.000e-01  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.127e-20 -1.337e-15  2.729e-20  1.061e-15  1.344e-15 -6.794e-18  1.078e-15  4.665e-18  3.634e-17  1.350e-15  3.804e-16  4.964e-17  5.000e-07  5.000e-01  4.730e-02  2.000e-01  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -6.147e-21 -1.184e-15  1.518e-20  1.061e-15  1.187e-15 -3.375e-18  1.078e-15  2.185e-18  2.049e-18  7.619e-17  1.875e-17  2.716e-18  5.000e-07  5.000e-01  4.925e-02  2.000e-01  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.058e-21 -9.897e-16  5.093e-21  1.061e-15  9.906e-16 -9.864e-19  1.078e-15  5.772e-19  1.354e-20  4.966e-19  9.943e-20  1.696e-20  5.000e-07  5.000e-01  5.283e-02  2.000e-01  1.361e+00  1.000e+00  2.000e+00 
 1.000e+00 -6.259e-22 -8.434e-16  1.522e-21  1.061e-15  8.437e-16 -2.889e-19  1.078e-15  1.401e-19  6.493e-23  2.308e-21  3.811e-22  7.615e-23  5.000e-07  5.000e-01  5.699e-02  2.000e-01  1.505e+00  1.000e+00  3.000e+00 
 1.000e+00 -5.313e-20 -1.995e-15  9.659e-20  1.060e-15  2.029e-15 -3.457e-17  1.078e-15  3.093e-17  3.973e-14  1.460e-12  6.275e-13  6.017e-14  5.000e-07  5.500e-01  4.249e-02  2.000e-01  9.499e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.399e-20 -1.571e-15  5.176e-20  1.060e-15  1.585e-15 -1.461e-17  1.078e-15  1.099e-17  9.219e-16  3.500e-14  1.174e-14  1.345e-15  5.000e-07  5.500e-01  4.512e-02  2.000e-01  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.218e-20 -1.337e-15  2.809e-20  1.060e-15  1.344e-15 -6.806e-18  1.078e-15  4.675e-18  3.646e-17  1.399e-15  3.942e-16  5.146e-17  5.000e-07  5.500e-01  4.730e-02  2.000e-01  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -6.575e-21 -1.184e-15  1.558e-20  1.060e-15  1.187e-15 -3.382e-18  1.078e-15  2.190e-18  2.061e-18  7.907e-17  1.945e-17  2.818e-18  5.000e-07  5.500e-01  4.925e-02  2.000e-01  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.172e-21 -9.897e-16  5.208e-21  1.060e-15  9.906e-16 -9.888e-19  1.078e-15  5.788e-19  1.367e-20  5.165e-19  1.034e-19  1.764e-20  5.000e-07  5.500e-01  5.283e-02  2.000e-01  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -6.540e-22 -8.434e-16  1.554e-21  1.060e-15  8.437e-16 -2.896e-19  1.078e-15  1.405e-19  6.588e-23  2.408e-21  3.972e-22  7.942e-23  5.000e-07  5.500e-01  5.699e-02  2.000e-01  1.505e+00  1.000e+00  3.000e+00 
 1.000e+00 -5.745e-20 -1.995e-15  9.990e-20  1.058e-15  2.029e-15 -3.461e-17  1.078e-15  3.097e-17  3.973e-14  1.509e-12  6.480e-13  6.216e-14  5.000e-07  6.000e-01  4.249e-02  2.000e-01  9.496e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.555e-20 -1.571e-15  5.305e-20  1.058e-15  1.585e-15 -1.463e-17  1.078e-15  1.101e-17  9.244e-16  3.620e-14  1.214e-14  1.392e-15  5.000e-07  6.000e-01  4.512e-02  2.000e-01  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.284e-20 -1.337e-15  2.867e-20  1.058e-15  1.344e-15 -6.818e-18  1.078e-15  4.684e-18  3.664e-17  1.449e-15  4.080e-16  5.329e-17  5.000e-07  6.000e-01  4.730e-02  2.000e-01  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -6.883e-21 -1.184e-15  1.587e-20  1.058e-15  1.187e-15 -3.389e-18  1.078e-15  2.194e-18  2.075e-18  8.197e-17  2.016e-17  2.922e-18  5.000e-07  6.000e-01  4.925e-02  2.000e-01  1.223e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.254e-21 -9.897e-16  5.294e-21  1.058e-15  9.906e-16 -9.911e-19  1.078e-15  5.804e-19  1.383e-20  5.367e-19  1.073e-19  1.833e-20  5.000e-07  6.000e-01  5.283e-02  2.000e-01  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -6.747e-22 -8.434e-16  1.578e-21  1.058e-15  8.437e-16 -2.903e-19  1.078e-15  1.410e-19  6.693e-23  2.508e-21  4.136e-22  8.274e-23  5.000e-07  6.000e-01  5.699e-02  2.000e-01  1.504e+00  1.000e+00  3.000e+00 
 1.000e+00 -6.063e-20 -1.995e-15  1.024e-19  1.057e-15  2.029e-15 -3.466e-17  1.078e-15  3.101e-17  3.979e-14  1.557e-12  6.685e-13  6.415e-14  5.000e-07  6.500e-01  4.249e-02  2.000e-01  9.494e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.670e-20 -1.571e-15  5.402e-20  1.057e-15  1.585e-15 -1.465e-17  1.078e-15  1.103e-17  9.282e-16  3.741e-14  1.254e-14  1.438e-15  5.000e-07  6.500e-01  4.512e-02  2.000e-01  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.333e-20 -1.337e-15  2.912e-20  1.057e-15  1.344e-15 -6.830e-18  1.078e-15  4.693e-18  3.688e-17  1.499e-15  4.219e-16  5.512e-17  5.000e-07  6.500e-01  4.730e-02  2.000e-01  1.144e+00  1.000e+00  8.000e-01 
 1.000e+00 -7.113e-21 -1.184e-15  1.609e-20  1.057e-15  1.188e-15 -3.396e-18  1.078e-15  2.199e-18  2.093e-18  8.489e-17  2.087e-17  3.026e-18  5.000e-07  6.500e-01  4.925e-02  2.000e-01  1.223e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.317e-21 -9.897e-16  5.362e-21  1.057e-15  9.906e-16 -9.935e-19  1.078e-15  5.820e-19  1.400e-20  5.570e-19  1.114e-19  1.902e-20  5.000e-07  6.500e-01  5.283e-02  2.000e-01  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -6.904e-22 -8.434e-16  1.597e-21  1.057e-15  8.437e-16 -2.910e-19  1.078e-15  1.415e-19  6.806e-23  2.610e-21  4.302e-22  8.611e-23  5.000e-07  6.500e-01  5.699e-02  2.000e-01  1.504e+00  1.000e+00  3.000e+00 
 1.000e+00 -6.302e-20 -1.995e-15  1.042e-19  1.056e-15  2.029e-15 -3.470e-17  1.078e-15  3.106e-17  3.991e-14  1.605e-12  6.890e-13  6.614e-14  5.000e-07  7.000e-01  4.249e-02  2.000e-01  9.491e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.757e-20 -1.571e-15  5.476e-20  1.056e-15  1.585e-15 -1.467e-17  1.078e-15  1.104e-17  9.333e-16  3.862e-14  1.294e-14  1.484e-15  5.000e-07  7.000e-01  4.512e-02  2.000e-01  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.370e-20 -1.337e-15  2.946e-20  1.056e-15  1.344e-15 -6.842e-18  1.078e-15  4.702e-18  3.716e-17  1.549e-15  4.359e-16  5.698e-17  5.000e-07  7.000e-01  4.730e-02  2.000e-01  1.144e+00  1.000e+00  8.000e-01 
 1.000e+00 -7.290e-21 -1.184e-15  1.626e-20  1.056e-15  1.188e-15 -3.402e-18  1.078e-15  2.204e-18  2.113e-18  8.784e-17  2.158e-17  3.131e-18  5.000e-07  7.000e-01  4.925e-02  2.000e-01  1.223e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.365e-21 -9.897e-16  5.416e-21  1.056e-15  9.906e-16 -9.958e-19  1.078e-15  5.837e-19  1.419e-20  5.777e-19  1.154e-19  1.973e-20  5.000e-07  7.000e-01  5.283e-02  2.000e-01  1.359e+00  1.000e+00  2.000e+00 
 1.000e+00 -7.029e-22 -8.434e-16  1.612e-21  1.056e-15  8.437e-16 -2.917e-19  1.078e-15  1.420e-19  6.928e-23  2.715e-21  4.471e-22  8.954e-23  5.000e-07  7.000e-01  5.699e-02  2.000e-01  1.503e+00  1.000e+00  3.000e+00 
 1.000e+00 -6.487e-20 -1.995e-15  1.057e-19  1.055e-15  2.029e-15 -3.474e-17  1.078e-15  3.110e-17  4.007e-14  1.654e-12  7.096e-13  6.814e-14  5.000e-07  7.500e-01  4.249e-02  2.000e-01  9.488e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.824e-20 -1.571e-15  5.535e-20  1.055e-15  1.585e-15 -1.469e-17  1.078e-15  1.106e-17  9.393e-16  3.983e-14  1.335e-14  1.531e-15  5.000e-07  7.500e-01  4.512e-02  2.000e-01  1.054e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.399e-20 -1.337e-15  2.974e-20  1.055e-15  1.344e-15 -6.854e-18  1.078e-15  4.711e-18  3.748e-17  1.600e-15  4.500e-16  5.884e-17  5.000e-07  7.500e-01  4.730e-02  2.000e-01  1.144e+00  1.000e+00  8.000e-01 
 1.000e+00 -7.428e-21 -1.184e-15  1.641e-20  1.055e-15  1.188e-15 -3.409e-18  1.078e-15  2.209e-18  2.136e-18  9.082e-17  2.231e-17  3.237e-18  5.000e-07  7.500e-01  4.925e-02  2.000e-01  1.222e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.403e-21 -9.897e-16  5.461e-21  1.055e-15  9.906e-16 -9.982e-19  1.078e-15  5.853e-19  1.439e-20  5.986e-19  1.196e-19  2.044e-20  5.000e-07  7.500e-01  5.283e-02  2.000e-01  1.359e+00  1.000e+00  2.000e+00 
 1.000e+00 -7.130e-22 -8.434e-16  1.626e-21  1.055e-15  8.437e-16 -2.925e-19  1.078e-15  1.425e-19  7.056e-23  2.821e-21  4.643e-22  9.304e-23  5.000e-07  7.500e-01  5.699e-02  2.000e-01  1.503e+00  1.000e+00  3.000e+00 
 1.000e+00 -6.633e-20 -1.995e-15  1.068e-19  1.054e-15  2.029e-15 -3.478e-17  1.078e-15  3.115e-17  4.028e-14  1.702e-12  7.303e-13  7.015e-14  5.000e-07  8.000e-01  4.249e-02  2.000e-01  9.486e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.878e-20 -1.571e-15  5.583e-20  1.054e-15  1.585e-15 -1.472e-17  1.078e-15  1.108e-17  9.462e-16  4.106e-14  1.375e-14  1.578e-15  5.000e-07  8.000e-01  4.512e-02  2.000e-01  1.054e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.423e-20 -1.337e-15  2.997e-20  1.054e-15  1.344e-15 -6.866e-18  1.078e-15  4.720e-18  3.783e-17  1.651e-15  4.642e-16  6.072e-17  5.000e-07  8.000e-01  4.730e-02  2.000e-01  1.143e+00  1.000e+00  8.000e-01 
 1.000e+00 -7.540e-21 -1.184e-15  1.653e-20  1.054e-15  1.188e-15 -3.416e-18  1.078e-15  2.214e-18  2.160e-18  9.384e-17  2.304e-17  3.345e-18  5.000e-07  8.000e-01  4.925e-02  2.000e-01  1.222e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.435e-21 -9.897e-16  5.499e-21  1.054e-15  9.907e-16 -1.001e-18  1.078e-15  5.869e-19  1.460e-20  6.198e-19  1.237e-19  2.117e-20  5.000e-07  8.000e-01  5.283e-02  2.000e-01  1.358e+00  1.000e+00  2.000e+00 
 1.000e+00 -7.214e-22 -8.434e-16  1.637e-21  1.054e-15  8.437e-16 -2.932e-19  1.078e-15  1.430e-19  7.190e-23  2.928e-21  4.819e-22  9.660e-23  5.000e-07  8.000e-01  5.699e-02  2.000e-01  1.502e+00  1.000e+00  3.000e+00 
 1.000e+00 -6.749e-20 -1.995e-15  1.078e-19  1.053e-15  2.030e-15 -3.483e-17  1.078e-15  3.119e-17  4.051e-14  1.751e-12  7.511e-13  7.217e-14  5.000e-07  8.500e-01  4.249e-02  2.000e-01  9.483e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.921e-20 -1.571e-15  5.623e-20  1.053e-15  1.585e-15 -1.474e-17  1.078e-15  1.110e-17  9.538e-16  4.230e-14  1.416e-14  1.626e-15  5.000e-07  8.500e-01  4.512e-02  2.000e-01  1.054e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.442e-20 -1.337e-15  3.016e-20  1.053e-15  1.344e-15 -6.878e-18  1.078e-15  4.730e-18  3.821e-17  1.703e-15  4.786e-16  6.263e-17  5.000e-07  8.500e-01  4.730e-02  2.000e-01  1.143e+00  1.000e+00  8.000e-01 
 1.000e+00 -7.632e-21 -1.184e-15  1.663e-20  1.053e-15  1.188e-15 -3.423e-18  1.078e-15  2.219e-18  2.186e-18  9.688e-17  2.378e-17  3.453e-18  5.000e-07  8.500e-01  4.925e-02  2.000e-01  1.222e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.461e-21 -9.897e-16  5.533e-21  1.053e-15  9.907e-16 -1.003e-18  1.078e-15  5.886e-19  1.483e-20  6.414e-19  1.280e-19  2.190e-20  5.000e-07  8.500e-01  5.283e-02  2.000e-01  1.358e+00  1.000e+00  2.000e+00 
 1.000e+00 -7.286e-22 -8.434e-16  1.648e-21  1.053e-15  8.437e-16 -2.939e-19  1.078e-15  1.435e-19  7.331e-23  3.039e-21  4.997e-22  1.002e-22  5.000e-07  8.500e-01  5.699e-02  2.000e-01  1.502e+00  1.000e+00  3.000e+00 
